TestName,NrEvents,NrGoroutines,NrAtomicEvents,NrChannelEvents,NrSelectEvents,NrMutexEvents,NrWaitgroupEvents,NrCondVariablesEvents,NrOnceOperations
TestMixedDeadlock_MultiDep_LastOnly,27,3,0,8,0,8,4,0,0
