TestName,NrEvents,NrGoroutines,NrAtomicEvents,NrChannelEvents,NrSelectEvents,NrMutexEvents,NrWaitgroupEvents,NrCondVariablesEvents,NrOnceOperations
TestRWMutex_DoubleRLockCounter_MD2_1B,18,3,0,2,0,6,4,0,0
