TestName,NrEvents,NrGoroutines,NrAtomicEvents,NrChannelEvents,NrSelectEvents,NrMutexEvents,NrWaitgroupEvents,NrCondVariablesEvents,NrOnceOperations
TestMixedDeadlock_No_MD_2_2CloseU,16,3,0,2,0,4,4,0,0
