TestName,NrEvents,NrGoroutines,NrAtomicEvents,NrChannelEvents,NrSelectEvents,NrMutexEvents,NrWaitgroupEvents,NrCondVariablesEvents,NrOnceOperations
TestMixedDeadlock_No_MD_ForkMustOrder,13,2,0,4,0,4,0,0,0
